source,job_id,detail_url,title,company,location,posted_date,employment_type,salary,classification,sub_classification,seniority_level,job_function,industry,short_description,job_description,scraped_at
linkedin,4435538263,https://id.linkedin.com/jobs/view/data-scientist-risk-platform-at-cermati-com-4435538263,Data Scientist - Risk Platform,Cermati.com,"Jakarta, Jakarta, Indonesia",2026-07-01,Full-time,,,,Associate,Analyst,"Technology, Information and Internet",,"Job Description
We’re looking for fresh graduates with experience in manipulating datasets and building statistical models for credit risk by leveraging machine learning techniques. You will partner with business, product, and engineering team to explore, determine, analyze, propose, and solve some of the most challenging business problems in lending and reduce risk. You will perform deep-dive exploration and analysis to find improvements in our existing framework. You will be submerged in a fast-paced environment working tightly in a strong team of data scientists and experience firsthand our robust data infrastructure.
Responsibilities
Perform features selection, parameter binning, and optimize custom predictive machine learning models for credit risk scoring
Query, process, cleanse, and verify the integrity of data used for analysis
Analyze key metrics to determine risk and explore areas for improvements
Create reports and dashboards to monitor model impact and performance
Help build the variety of data ingredients needed to do modelling effectively
Maintain the credit risk model platform which is utilized by the team
Provide advice and guidance on potential efficiency gains and new state-of-the-art credit risk modelling methodologies
Qualifications
Bachelor degree in an analytical or quantitative discipline (e.g. math, statistics, engineering, computer science), however other disciplines will be considered
Experienced in using statistical computer languages such as R, Python SAS, SQL, or advanced MS Excel skills is a plus.
Have good communication skills and able to work together in a team
Excellent problem-solving skills and have the drive to learn and master new technologies and techniques
Willingness to learn new skills independently and have a strong sense of project ownership
Not afraid to get your hands dirty to explore data and build statistical models",2026-07-17T22:45:51
jobstreet,93595015,https://id.jobstreet.com/id/job/93595015?type=standard&ref=search-standalone,Data Analytics & Machine Learning Engineer,"PT. Central Proteina Prima, Tbk",Jakarta Raya,6 jam yang lalu,Full time,,(Sains & Teknologi),"Matematika, Statistik & Teknik Informasi",,,,Mengembangkan solusi berbasis AI dan Machine Learning,"Responsibilities :
Merancang, dan mengembangkan solusi visualisasi data menggunakan google platform looker, tableu
Merancang dan mengembangkan solusi BI (Google Looker, Tableu) seperti data mart, queries, views, reports dan dashboard
Mengembangkan solusi berbasis AI dan Machine Learning
Mengambangkan solusi berbasis AI secara menyeluruh
Merancang, dan mengembangkan model machine learning agar sesuai dengan kebutuhan
Requirements:
Memiliki background yang kuat di teknik komputer, teknik informatika, teknik industri, matematika dan statistik
Memiliki 2 tahun pengalaman di bidang business intelegence dan reporting
Minimal 2 tahun pengalaman di bidang machine learning dan AI Engineering
Menguasai Power BI, Tableu, Qlikview, dan google looker atau alat sejenis untuk visualisasi data dan pelaporan
Memiliki kemampuan untuk menggunakan bahasa pemrogaman SQL dan scripting (Bash & Python)",2026-07-28T09:05:28
jobstreet,93580136,https://id.jobstreet.com/id/job/93580136?type=standard&ref=search-standalone,Data Engineer,PT. TRANSNOVASI BANGUN PERSADA,"Jakarta Timur, Jakarta Raya",51 menit yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Teknik – Perangkat Lunak,,,,"Bangun data pipeline dan data warehouse untuk memastikan data berkualitas, andal, dan siap mendukung kebutuhan bisnis.","Job Responsibilities
Pengembangan dan Pemeliharaan Data Pipeline.
Manajemen Data Warehouse dan Data Lake.
Menjamin Kualitas dan Integritas Data (Data Quality).
Optimasi Kinerja Data dan Database.
Otomatisasi dan Orkestrasi Alur Kerja Data.
Dukungan Tim dan Dokumentasi.
Requirements
Minimal S1 Teknik Informatika, Sistem Informasi, atau bidang terkait.
Minimal pengalaman 4 tahun sebagai Data Engineer.
Menguasai Python.
Berpengalaman membangun ETL/ELT Pipeline.
Menguasai PostgreSQL, MongoDB, TimescaleDB.
Memahami Data Warehouse dan Data Modeling.
Familiar dengan Docker.
Berpengalaman mengoptimasi query database.
Memahami API Integration.
Memiliki kemampuan analisis data yang baik.
Pengalaman AI, Qdrant, atau LLM menjadi nilai tambah.",2026-07-27T09:21:59
linkedin,4430387053,https://id.linkedin.com/jobs/view/ai-engineer-at-sun-life-4430387053,AI Engineer,Sun Life,"South Jakarta, Jakarta, Indonesia",2026-07-13,Full-time,,,,Not Applicable,Engineering and Information Technology,Financial Services and Insurance,,"You are as unique as your background, experience and point of view. Here, you’ll be encouraged, empowered and challenged to be your best self. You'll work with dynamic colleagues - experts in their fields - who are eager to share their knowledge with you. Your leaders will inspire and help you reach your potential and soar to new heights. Every day, you'll have new and exciting opportunities to make life brighter for our Clients - who are at the heart of everything we do. Discover how you can make a difference in the lives of individuals, families and communities around the world.
Job Description:
Job Description / Description Du Poste
build and deploy AI and machine learning models, and automation workflows that address validated business use cases across SLI functions including Operations, Distribution, and Customer Service
Integrate AI solutions with SLI's existing systems and platforms ; ensure AI outputs are reliable, explainable, and production-stable.
Work closely with the Data team to ensure AI models have access to clean, well-structured, and governance-compliant data; contribute to feature engineering and training data curation in coordination with Data team.
Monitor deployed AI models for performance drift, data quality degradation, and accuracy; implement retraining pipelines and maintain model versioning to ensure consistent output quality in production.
Document AI architecture, model cards, and technical decisions; share learnings with the broader IT & Digital team to build internal AI capability and support responsible AI governance
Preferred Skills / Compétences Particulières
Machine Learning and LLM integration experience: prompt engineering, RAG (Retrieval Augmented Generation), API integration with LLM providers
Python proficiency for AI/ML development and data processing
Cloud AI services: AWS SageMaker, AWS Bedrock, or equivalent (AWS preferred given SLI cloud footprint)
Software development practices: develop, build, test, monitoring
Data engineering fundamentals: ability to work with SQL, NoSQL and vector database
Understanding of responsible AI principles and explainability requirements
Qualifications / Compétences
Bachelor’s degree in computer science, Data Science, Artificial Intelligence, or a related field. Master's degree is an advantage.
Minimum 2-4 years of hands-on AI/ML engineering experience with models deployed to production.
Experience in financial services or insurance AI use cases is an advantage.
Proficiency in English; Bahasa Indonesia.
Responsibilities / Responsabilités
Collaborating with development team to deliver AI solutions
Documenting and manage versioning of the model
collaborating with devsecops team to create model deployment pipeline
Keep update with AI recent trends
Job Category:
IT - Digital Development
Posting End Date:
29/09/2026",2026-07-17T22:45:51
jobstreet,93323084,https://id.jobstreet.com/id/job/93323084?type=standard&ref=search-standalone,ETL Data Developer,PT Bumi Amartha Teknologi Mandiri,"Kemayoran, Jakarta Raya",3 hari yang lalu,Kontrak/Temporer,,(Teknologi Informasi & Komunikasi),Pengembangan & Administrasi Database,,,,"Minimum 2-3 years of experience as an ETL Developer, Data Engineer, or similar role.
Strong proficiency in SQL and relational databases...","Job Description
Design, develop, test, and maintain ETL/ELT pipelines from multiple data sources.
Develop and optimize SQL queries, stored procedures, and data transformation logic.
Build and maintain data integration workflows for data warehouses and data lakes.
Perform data extraction, transformation, validation, and loading while ensuring data accuracy and consistency.
Analyze source systems and create source-to-target mapping documentation.
Monitor ETL jobs, troubleshoot failures, and optimize pipeline performance.
Implement data quality checks, validation rules, and error-handling processes.
Collaborate with Data Engineers, BI Developers, Analysts, and business stakeholders to understand data requirements.
Document ETL processes, technical specifications, and data flows.
Support deployment, maintenance, and continuous improvement of data integration solutions.
Follow software development best practices, including version control, code reviews, and CI/CD where applicable.
Minimum Qualifications
Bachelor's degree in Computer Science, Information Technology, Information Systems, Engineering, or a related field.
Minimum 2-3 years of experience as an ETL Developer, Data Engineer, or similar role.
Strong proficiency in SQL and relational databases (PostgreSQL, SQL Server, MySQL, Oracle, or similar).
Experience developing ETL/ELT pipelines using tools such as SSIS, Talend, Informatica, Pentaho, DataStage, Airflow, or equivalent.
Proficiency in Python for data processing and automation.
Good understanding of data warehousing concepts, dimensional modeling (Star/Snowflake Schema), and data lake architecture.
Experience working with APIs, JSON, XML, CSV, and other structured or semi-structured data sources.
Familiarity with cloud platforms such as AWS, Azure, or Google Cloud Platform (GCP) is an advantage.
Experience with Git or other version control systems.
Strong analytical, troubleshooting, and problem-solving skills.
Good communication skills and the ability to work collaboratively in an Agile environment.",2026-07-17T22:47:01
linkedin,4429039358,https://id.linkedin.com/jobs/view/ai-engineer-at-code-id-4429039358,AI Engineer,CODE.ID,"Jakarta, Jakarta, Indonesia",2026-06-18,Full-time,,,,Not Applicable,Information Technology,"Technology, Information and Internet",,"Gathering, cleaning, and labeling large datasets so machine learning models can learn from them.
Designing, training, and fine-tuning AI models (like neural networks) from scratch.
Converting machine learning models into APIs or software so they can be seamlessly used in apps or websites.
Connecting AI models with existing back-end/front-end systems and cloud servers.
Evaluating the performance, speed, and accuracy of AI systems, and tweaking them to reduce errors.
Monitoring deployed AI systems in production to ensure they adapt to new data and changing business needs
Minimum Qualifications
3+ years of hands-on experience in developing and deploying ML models into real-world business applications or research environments.
Strong understanding of ML/DL frameworks such as Jupyter Notebook, Anaconda, TensorFlow, Keras, Scikit-learn, PyTorch, and MXNet.
Proven experience working with cloud service platforms (AWS, Azure, or GCP) for ML/DL pipeline orchestration including GPU-based training (CUDA), model evaluation, and deployment (e.g., SageMaker, Docker, or Vertex AI).
Proficiency in Python and core data/ML libraries such as Pandas, NumPy, and Scikit-learn.
Solid grasp of machine learning algorithms (classification, regression, clustering, feature selection, hyperparameter tuning, etc.).
Experience developing and fine-tuning Large Language Models (LLMs) for text, code, or image generation.
Understanding of Retrieval-Augmented Generation (RAG) architecture, including knowledge of vector databases (e.g., FAISS, ChromaDB, Milvus) and embedding models.
Experience integrating LLMs with external tools, APIs, and data sources through frameworks such as LangChain, LlamaIndex, or similar orchestration layers.
Familiarity with MCP (Model Context Protocol) or modern context-sharing protocols for building scalable, composable AI systems.
Experience implementing modern AI pipelines involving fine-tuning, prompt engineering, context retrieval, and model evaluation workflows.
Knowledge of model optimization and monitoring (latency, throughput, token efficiency, and hallucination detection).
Ability to collaborate with cross-functional teams (data engineers, analysts, and software developers) to deliver AI-powered features and applications.",2026-07-17T22:45:51
jobstreet,93624850,https://id.jobstreet.com/id/job/93624850?type=standard&ref=search-standalone,IT INFRASTRUCTURE & SYSTEM ENGINEER,PT Timuraya Tunggal,"Karawang, Jawa Barat",14 menit yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Administrasi Jaringan & Sistem,,,,"PT Timuraya Tunggal, perusahaan kimia terbaik yang sudah berdiri lebih dari 30 tahun, memiliki jenjang karir yang bagus dan kompensasi yang menarik.","KUALIFIKASI UMUM :
Minimal pendidikan S-1 Teknik Informatika/Sistem Informasi/Teknik Komputer
GPA minimal 3.00/4.00 (3.50 ke atas diutamakan)
Sehat jasmani dan rohani
Memiliki pengalaman minimal 5 tahun sebagai Infrastructure Engineer/System Engineer/Network Engineer
Berpengalaman ERP Support (Microsoft Dynamics Business Central)
Berpengalaman Menangani Multi-site
Memiliki sertifikasi MTCNA/MTCRE, CCNA, Fortinet NSE, Microsoft, VMware (menjadi nilai tambah)
SKILL DAN KOMPETENSI :
Menguasai Windows Server, Active Directory, DNS, DHCP, Group Policy, File Server
Menguasai Network Infrastructure (TCP/IP, VLAN, Routing, VPN, Firewall, Switch Layer 2/3, Wireless Controller)
Memiliki pengalaman melakukan instalasi, troubleshooting dan maintenance (Server, Storage/NAS, UPS, Rack Server, CCTV, Access Door, Printer, PC/Laptop)
Memiliki pengalaman implementasi dan administrasi (Microsoft 365, Hyper-V atau Vmware, Backup System, Endpoint Security)
Memiliki kemampuan analisa dan problem solving yang baik
Mampu bekerja secara mandiri atau tim
Memiliki komunikasi yang baik
Bersedia ditempatkan di Karawang",2026-07-29T05:05:46
linkedin,4440900530,https://id.linkedin.com/jobs/view/ai-engineer-research-innovation-surabaya-at-meratus-group-4440900530,AI Engineer Research & Innovation (Surabaya),Meratus Group,Greater Surabaya,2026-07-15,Full-time,,,,Not Applicable,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",,"About The Job AI Engineer Research & Innovation (Surabaya)
Meratus Group
is a leading integrated maritime and logistics operator in Indonesia, pioneering innovative solutions that drive efficiency and sustainability in the industry. With a rich history dating back to 1957, Meratus has evolved into a powerhouse, operating over 45 shipping routes, a fleet of 100 vessels, and a network of container terminals and logistics centers.
At Meratus, we are committed to digitalization, innovation, and transformation, ensuring seamless logistics and maritime services across Indonesia and Southeast Asia. Our customer-centric approach and agile operations empower businesses to navigate complex supply chain challenges with confidence.
We take pride in fostering a dynamic and inclusive workplace, where talented professionals can thrive and contribute to shaping the future of maritime logistics. Join us and be part of a team that is redefining industry standards while making a meaningful impact on global trade and sustainability.
Position Overview : ﻿
As an AI Engineer in our Research and Innovation division, you will explore the bleeding edge of technology. You will evaluate emerging trends, build Proof of Concepts (PoCs), and implement advanced AI systems that maximize operational efficiency and accelerate digital transformation.
Responsibilities
﻿﻿R&D & Trend Analysis: Conduct deep-dive research into emerging technologies, industry developments, and competitor/vendor tech benchmarks.
PoC Development: Design, build, and execute rapid Proof of Concepts (PoCs) and pilot programs to validate new AI solutions and engineering approaches.
System Optimization: Analyze current enterprise systems to identify bottlenecks and unlock opportunities for technology optimization.
Strategic Innovation Support: Contribute to strategic innovation programs, internal hackathons, digital transformation initiatives, and AI-driven business continuity roadmaps.
Documentation & Knowledge Transfer: Maintain tech repositories and ensure proper knowledge transfer of innovation outcomes by creating comprehensive technical guidelines and research papers.
Requirements
﻿﻿Bachelor's or Master's degree in Artificial Intelligence, Computer Science, Software Engineering, or a related field.
2-3 years of experience developing machine learning models, natural language processing (NLP), computer vision, or generative AI applications.
Strong programming skills in Python and experience with frameworks like TensorFlow, PyTorch, Hugging Face, or OpenAI APIs.
Proven background in designing and launching technical PoCs from scratch.
﻿Excellent analytical and research-driven mindset with a passion for documentation and collaborative knowledge sharing.",2026-07-17T22:45:51
jobstreet,93608243,https://id.jobstreet.com/id/job/93608243?type=standard&ref=search-standalone,IT Helpdesk Staff,PT Cahaya Jakarta,"Cikarang Selatan, Jawa Barat",24 menit yang lalu,Kontrak/Temporer,,(Teknologi Informasi & Komunikasi),Meja Bantuan & Dukungan IT,,,,"- IT Helpdesk (Hardware, software) and Support Infrastructure
- Good place to growth","Let's Join Us!
Embark your Journey & Enrich your potential With Cahaya Jakarta Group Now!
About Cahaya Jakarta Group
Cahaya Jakarta is a leading labeling and packaging company in Indonesia. Established in 1991, Cahaya Jakarta started out as a printing company specializing in self-adhesive label printer. Devoted in supplying our customers with quality service and customized solutions for the packaging.
We strongly believe we are referred to be proactive in providing services that impact people on both professional and personal level. Our vast experience in how labels are printed and applied to various range of product is at your disposal. We understand the challenges and strive to assist you, market your products by producing high quality, attractive and the right label for your product market. Limits are never set; challenges are means for continuous improvements to us.
Key Responsibilities:
Provide technical support and diagnose hardware and software issues.
Monitor and ensure the smooth operation of company network systems.
Perform routine maintenance, system updates, and device servicing.
Record and document issues and provide effective solutions.
Ensure protection against virus and malware threats.
Ensure the availability and reliability of IT.
Qualifications:
Minimum of a Bachelor’s degree in a related field.
At least 2 years of work experience in an IT Helpdesk role.
Huge point plus if you have experince as IT Infrastructure
Experience using Windows and Linux operating systems.
Ability to understand networking concepts such as TCP/IP, DNS, and DHCP.
Good understanding of router and access point configuration.
Familiarity with cybersecurity principles.
Understanding of MikroTik is a plus.
Experience with task management software.
Strong verbal and written communication skills.
Ability to work collaboratively in a team.
Willingness to be placed in Cikarang, West Java.",2026-07-28T09:05:28
jobstreet,93607780,https://id.jobstreet.com/id/job/93607780?type=standard&ref=search-standalone,Python Engineer - Security Automation,Macquarie Group,Indonesia,44 menit yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Manajemen,,,,"We are a global financial services group operating in 30 markets with 57 years of unbroken profitability. At Macquarie, you’re empowered to shape a...","Additional office locations
Sydney
Job ID
23141
Date
28-Jul-2026
Permanent - Full time, Mid-senior
Job category
Technology - Engineering
We are a global financial services group operating in 30 markets with 57 years of unbroken profitability. At Macquarie, you’re empowered to shape a career that is fulfilling and creates value. You will bring your insights and expertise to the task at hand and feel supported as you make your own kind of impact for a better future.
We are a global financial services group operating in 30 markets with 57 years of unbroken profitability. At Macquarie, you’re empowered to shape a career that is fulfilling and creates value. You will bring your insights and expertise to the task at hand and feel supported as you make your own kind of impact for a better future.",2026-07-28T09:05:28
linkedin,4445700453,https://id.linkedin.com/jobs/view/it-operation-support-senior-staff-jakarta-at-pt-lion-super-indo-4445700453,IT Operation Support Senior Staff (Jakarta),PT Lion Super Indo,"South Jakarta, Jakarta, Indonesia",,Full-time,,,,Mid-Senior level,Supply Chain,Retail,,"Kualifikasi
Minimal lulusan D3/sederajat di jurusan Teknik Informatika, Sistem Informasi, Teknik Komputer.
Memiliki pengalaman min. 2 tahun di bidang IT Support.
Memiliki pengetahuan mengenai Sistem Operasi dan Sistem Jaringan.
Memiliki kemampuan analisa yang baik.
Memiliki kemampuan komunikasi yang baik.
Dapat memahami bahasa Inggris.
Bersedia bekerja dengan sistem shifting.
Penempatan Kantor Pusat, Jakarta Selatan.
Deskripsi Pekerjaan
Menindaklanjuti tiket IT Service Desk, termasuk mengganti parts dan menyediakan unit backup yang dibutuhkan, sesuai dengan SLA
Mendiagnosia, analisis, dan menyelesaikan issue harian.
Menyiapkan dan setting peralatan IT (PC, server, AP, PDT, ROUTER, Modem, dll).
Memasang dan menguji peralatan IT, perombakan dan penggantian unit.
Melaksanakan pemeliharaan preventif perangkat IT sesuai rencana.
Instal akun Outlook email pengguna, serta software.
Memonitoring network dan server setiap hari secara berkala.
Membuat dan mengembangkan laporan harian.",2026-07-29T05:05:46
jobstreet,93584962,https://id.jobstreet.com/id/job/93584962?type=standard&ref=search-standalone,Procurement Analyst (Logistic Category),"PT SMART,Tbk",Jakarta Raya,5 jam yang lalu,Full time,,"(Manufaktur, Transportasi & Logistik)","Pembelian, Pengadaan & Inventaris",,,,"support the development and implementation of sourcing strategies, through research and analysis, as well as the procurement intelligence enhancement","Job Descriptions:
Strategic Planning and Sourcing Execution
Collect data and conduct analysis on internal factors such as spend and customer requirements, as well as external factors such as industry and market dynamics, and product/services trends
Assist in the development of Request for Quotation (RFQ) to collect supplier information, including confirming supplier’s participation, sending RFQ template, and consolidating RFQ responses from suppliers Logistic ( Transportation & Warehouse)
Input technical responses from supplier to qualitative assessment model and check completeness of technical scoring as part of supplier proposal evaluation process
Support Tender Committee during negotiation phase by consolidating new quotation from suppliers transportation and informing negotiation result to suppliers
Generate and submit contract draft to relevant Category Managers Logistics
Conduct research on market price for new requirements in support of Procurement Budgeting cycle
Generate ad-hoc Procurement insights in accordance with reporting requirements to support Procurement planning and execution by conducting research with secondary sources and external subscription material
Spot Buy and Fast Track Purchasing
Perform follow-up on technical evaluations with internal stakeholders to ensure timeliness of tendering process
Create Quotation Comparison Form (QCF) if required and check if any existing QCF to fulfill requirement
Identify prospective suppliers transportation from preferred supplier list / market research / Competent Division’s suggestion
Prepare and issue RFx documents and facilitate communications between internal stakeholders and suppliers
Perform quantitative and qualitative supplier proposal assessment and develop supplier transportation shortlist
Analyze quotation from shortlisted suppliers transportation and conduct meeting to negotiate quotation
Perform responses and awards to supplier transportation based on negotiation results and initiate approval to authorized approvers as part of QCF process
Determine PO terms and conditions in conjunction with the Spot Buy Manager and Category Manager Logistic
Gather supplier’s documentations required to make request for new supplier master data creation
Facilitate communication with supplier transportation to confirm participation in RFQ session, including sending RFQ invites to selected suppliers transportation  and consolidating RFQ responses
Monitor expected delivery date and support follow-up communication with suppliers for updates
Service Management & Continuous Improvement
Secure knowledge transfer and exchange by storing and maintaining (analytical) project deliverables and templates
Proactively search and communicate category specific news and trends to Category Management Team
Support Category Manager Logistic in identifying opportunities for continuous process improvement and increasing overall process effectiveness
Provide qualitative and quantitative feedback to Category Managers  Logistics on recurring high value spot buys, including opportunities for consolidating demand and establishing new contract, identifying preferred suppliers, etc.
Develop effective working relationships with key internal and external stakeholders
Audit & Compliance
Ensure that hard copy documents have been scanned and recorded as per legal requirements in chronological order
Drive consistent implementation of the organization’s policies, processes and business practices to ensure compliance
Support auditors and legal authorities with the required information
Job requirements:
S1 in Industrial Engineering, Statistic, Logistic or related
Advanced proficiency in Microsoft Excel, with the ability to analyze and manage large datasets.
Ability to work effectively under tight deadlines and pressure.
Strong learning agility and willingness to adapt quickly.
Excellent analytical and systematic problem-solving skills.
Strong presentation skills, including preparing QCF presentations for top management.
Ability to draft vendor agreements using legal-approved templates.
Good communication, negotiation, and stakeholder management skills.
""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person""",2026-07-27T17:05:25
jobstreet,93555978,https://id.jobstreet.com/id/job/93555978?type=standard&ref=search-standalone,Retail System Support Analyst - Assistant Manager,Erajaya Group,"Penjaringan, Jakarta Raya",4 jam yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Meja Bantuan & Dukungan IT,,,,"System Deployment & Upgrades: Assist in configuring, testing, and deploying new retail hardware and software updates, patches, and system...","Job Description
System Maintenance & Troubleshooting: Provide Tier 1 and Tier 2 technical support for hardware and software issues across all retail locations (POS systems, receipt printers, barcode scanners, payment terminals, and back-office computers).
Incident Management: Log, track, and resolve IT support tickets efficiently, ensuring strict adherence to established Service Level Agreements (SLAs).
System Deployment & Upgrades: Assist in configuring, testing, and deploying new retail hardware and software updates, patches, and system enhancements.
Inventory & Data Integrity: Monitor and troubleshoot data sync issues between the store POS, Inventory Management Systems (IMS), and Enterprise Resource Planning (ERP) platforms
User Training: Create user-friendly documentation and conduct training sessions for store managers and associates on how to use retail technologies effectively.
Vendor Coordination: Escalate complex hardware or network connectivity issues to third-party vendors (e.g., internet providers, payment processors) and follow up until resolution.
Job Requirements
Bachelor degree holder from Computer Science
Minimum 5 years experience in the same field
Experience in Operating systems such as: Microsoft Windows, macOS, Linux
Troubleshooting hardware and software issues
Basic networking knowledge (TCP/IP, DNS, DHCP, VPNs)
Experience with ticketing systems and help desk tools
User account administration and permissions management
Familiarity with cloud platforms and business applications",2026-07-25T20:52:50
jobstreet,93626219,https://id.jobstreet.com/id/job/93626219?type=standard&ref=search-standalone,MAGANG INTENSIF IT QA MANUAL,PT GRESTENAN RAMADHANI,Jakarta Raya,22 menit yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Uji Coba & Penjaminan Mutu,,,,"Memahami dasar-dasar pengujian perangkat lunak (Software Testing)
Mampu membuat test case sederhana dan melaporkan bug secara sistematis","Kualifikasi :
Lulusan baru (Fresh Graduate) S1 atau Mahasiswa aktif S1 (minimal telah menyelesaikan semester 6/setara D3)
Diutamakan dari jurusan Teknik informatika, Sistem Informasi, Ilmu Komputer, atau bidang terkait lainnya.
Kompetensi :
Memahami dasar-dasar pengujian perangkat lunak (Software Testing)
Mampu membuat test case sederhana dan melaporkan bug secara sistematis
Memiliki ketelitian tinggi dan kemampuan analisis yang tajam
Mampu bekerja sama dalam team dan memiliki integritas tinggi serta bersedia lembur
Periode Bekerja :
1 s/d 3 Bulan (Start medio Agustus 2026)
Benefit & Fasilitas :
Gaji dan tunjangan, kepesertaan BPJS Kesehatan & BPJS Ketenagakerjaan (TK)
Fasilitas kerja : Dukungan perangkat laptop perusahaan selama masa kontrak magang
Pengakuan Profesional : Surat Keterangan Kerja yang akan memperkuat portofolio karier anda di masa depan",2026-07-29T05:05:46
linkedin,4252939391,https://id.linkedin.com/jobs/view/data-engineer-analytics-at-kredivo-group-4252939391,Data Engineer & Analytics,Kredivo Group,Jakarta Metropolitan Area,2026-07-11,Full-time,,,,Not Applicable,Information Technology,Financial Services,,"As a Data Engineer and Analytic you will be tasked with empowering internal stakeholders to delve deep into the complexities of the data in our warehouse. You will work closely with Product, Engineering, and Data teams to build scalable data pipelines and design data analytics engines that empower deep insights for users. The person in this position will take work seriously, has a strong sense of duty, and is disciplined. The position will generally be task oriented, requiring someone with a conservative, careful, and cautious approach to work.
About The Job
Design and develop scalable business data solutions across the entire data supply chain.
Create and review technical and user-focused documentation for data solutions (data models, data dictionaries, business glossaries, process and data flows, architecture diagrams, etc.).
Solve for complex data integrations across multiple systems.
Collaborate with management, business partners, analysts, developers, architects, and engineers to support data quality efforts.
Expertise (can teach/instruct others): in current data warehousing concepts (using technologies like Redsift, Spark, Hadoop, web services, etc to support business-driven decisioning)
SQL and database scripting
With data manipulation scripting languages (like Python or Scala)
With Data Science toolsets and technology stack
About You
A passionate and curious individual in Data Engineering and Analytics subject areas
1-3 years of any relevant experiences in Data Engineering, Data Warehouse, Business Intelligence, Analytics
Good proficiency in writing SQL, either in RDBMS (i.e. MySQL, PostgreSQL, etc) or OLAP (i.e. BigQuery, Redshift, Oracle, etc.)
Ability to write robust and scalable code in Python or other scripting programming language
Good knowledge in creating a workable business dashboard.
Basic proficiency or experience in infrastructure setup using cloud services (i.e. AWS, GCP, Azure).
Strong passion in data engineering or business intelligence areas, ability to search or create solutions.
Good communication skills in Bahasa and English. Mostly explaining technical things.
Good workable attitude, something we could invest time to develop.",2026-07-27T09:21:59
linkedin,4324980219,https://id.linkedin.com/jobs/view/data-scientist-at-kredivo-group-4324980219,Data Scientist,Kredivo Group,Jakarta Metropolitan Area,,Full-time,,,,Not Applicable,Engineering and Information Technology,Financial Services,,"As a Data Scientist you’ll be part of a team that is working on cutting edge machine learning models. You will work side by side with Analysts and Machine Learning Engineers and take full ownership of your work – from the initial idea-generation phase to the implementation of the final product. Our ideal candidate is result-focused, innovative, has a solid quantitative background and a good business understanding.
About The Role
Working in a multi-disciplined team where you’ll take full ownership of turning discoveries and ideas into machine learning models.
Prototyping diverse machine learning models, from credit scoring to recommendation engine.
Researching & Development on how to improve our models, by using our vast amount and unique set of data.
Actively contribute to taking Data Science at Kredivo Group to the next level.
About You
Minimum 2 years of relevant work experience.
Graduated from the major of or equivalent experience in a quantitative field (i.e). Computer Science, Mathematics, Statistics, Econometrics, Engineering, Artificial Intelligence).
Capable to build robust end-to-end predictive models using the latest Machine Learning techniques and methodologies.
Proficiency in Python or R.
Exposure to RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3).
Excellent English communication skills.
Bonus Points (optional) For
Experience with alternate data to evaluate credit risk.
Experience in building end-to-end Deep Learning and/or NLP models.
Thank you for your interest in Kredivo. We’re thrilled that you’d like to join our company. Unfortunately, days are short and applicants are many, so we won’t have time to meet everyone. If you are among qualified candidates, you will receive a call or email from our Talent Acquisition team.",2026-07-25T20:52:50
jobstreet,93290587,https://id.jobstreet.com/id/job/93290587?type=standard&ref=search-standalone,Supervisor IT-MIS,"PT Electronic City Indonesia, Tbk",,1 jam yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Teknik – Jaringan,,,,"Bertanggung jawab terhadap semua fungsi Server baik itu Hardware dan Software yang ada di Data Center, Head Office, dan All Store","Deskripsi Pekerjaan:
Support permasalahan Hardware dan Software yang berhubungan dengan Server yang ada di Data Center, Head Office, dan All Store
Bertanggung jawab terhadap semua fungsi Server baik itu Hardware dan Software yang ada di Data Center, Head Office, dan All Store
Kualifikasi:
Memahami konsep Domain Server
Menguasai system operasi windows server
Menguasai Linux for admin
Memahami virtualisasi server
Bersedia bekerja shifting",2026-07-13T17:46:32
